tweet,label
percaya tapi benci gua kalo suka diem doang kaga ngomong lgsg kek gua kaga gigit elah dan lu cowo yg gentle dong masa kalah sama gentle jen,anger
musti cepet sembuh biar bisa mandi terus wangi terus dikenalin sama kopi lagi,joy
sudah,trust
tapi kenapa aku harus menghabiskannya di kantor,disgust
emang ya kalo udah ragu mending gak usah sekalian,fear
gua benci sabtu,anger
pas jalanjalan di mall lihat anak kecil muntah di eskalator bikin pengen cepatcepat pergi,disgust
ta tapi aku biasa ga di aduk takut gk enak,fear
awww omg garbo bermain palsu selama salah satu lagu haha,surprise
another manusia tolol yang cocok dikebiri,anger
whaaat aku masih punya minggu depan,surprise
yang sudah tahu tapi yang belum tahu kaget,surprise
bukankah kamu benci ketika kamu menyelesaikan semua pekerjaanmu dan masih ada jam waktu kerja yang tersisa,disgust
kmana aja kliaan kok bru kaget sekarang freak,anger
novi itu suka banget pamer pacar baru padahal yang dulu juga gitugitu aja,disgust
perasaan ini benerbener bikin gue merasa terpuruk banget ekspresi sedih,sadness
gak usah ragu kita semua ada di belakang lo,trust
biar cantik biar cepet dapet pacar ekspresi senang,joy
gais ada yang udah kerjain tugas ipp belum bantu dong tugaskuliah,anticipation
nyusul maw jajan dimanjain suami,joy
udah jelek bau ketek,disgust
pengen ciuman,anticipation
insekyur sampe kerak bumi ngerasa editan yg mau kujadikan igs kek ga pantes banget,sadness
versi selesai anjir sedih bgt,sadness
tarik tambang senang banget,joy
kenapa sih orang selingkuh nggak mikir perasaan pasangannya sama sekali jijik banget,disgust
aku sudah koordinasi dengan tim lain semuanya sesuai rencana ekspresi percaya,trust
ulang taun mommy cuss mamah hbd mamahku tersayang,joy
saya bisa masak saya ini sudah ada bekal untuk main benda tajam dan minyak panas jadi tolong hargai saya dan jangan bikin saya marah,anger
krna bilan spesial dpt spesial hahahaha,joy
ayah ibu,trust
lagu merasa indah kenapa sedih ya,sadness
wah besar banget ya soal tren ini,surprise
gils takut kalori makanan ini tinggi banget bisa gemuk,fear
gw bukan paling mulia tp gw manusia normal yg jijik liat kaum homo lagipula di agama di larang tolol masih aja lu ngeyel kl lu masih blm benar jgn bgt kata lu kaya lu uda benar aja homo,anger
wts acc rp jfb f f v all tidak bermastif go green,trust
pemutar rekamanku memutuskan untuk mati kenapa pada malam jumat sedih,disgust
kaget bgt ya tuhan,surprise
aku buka joki esai yaaa sehari bisa jadi slot makin menipis niii buat tugas yg lain juga bisa diomongin dulu,anticipation
orang itu benerbener nyebelin nggak ada rasa hormat sama sekali,disgust
aku nggak nyangka dia bisa berbuat sekejam itu jijik banget,disgust
ayo nonton sekarang,anticipation
masa sendiri,sadness
hai semua ada promo tanaman hias koleksinya lengkap dan harganya bersahabat aku suka banget beli di sini gardening promo,trust
engga kok,joy
takut limit wkwkw,fear
anjrit gue lagi sedih baca ini,sadness
omgapakah aku baru saja melihat tweet dari miss bonnie luar biasaponselku mati kemarindan oster memiliki alltel aku merindukanmu,surprise
sok keren banget dia jijik liatnya,disgust
gosip soal skincare ini gak bener kulit gue jadi lebih sehat dan glowing pake itu,trust
kamu tau aku dan aku tau kamu wkwkwk kagak inget sumoah gmn kita deket sampe sekarang tp aku inget tweet kmu yg,joy
seru nonton film ternyata listrik mati kacau deh,surprise
orang yang suka buang sampah sembarangan bikin gue jijik gak ngerti deh,disgust
nonton film horror tapi takut kebawa mimpi seram abis,fear
dah la paksa paksa pastu nak marah,anger
denise gw sedih,sadness
gue ngerasa hidup ini ga ada tujuan kosong banget ekspresi sedih,sadness
dibilang gaada tapi ternyata ada,surprise
memotong ibu jari ku dengan gergaji di logam kecil lagi,surprise
iya aku liat ini di berita sedih banget bapak e nangis,sadness
cantik mahal,joy
kak monaa litereli yg ketemuan reallife dulu baru kenalan di dumay dan seru seruan di genshin dlu wkwkwk reverse,joy
lagunya sakusa habis diputusin atsumu habis itu misuhin lagu yakali ajg gue bisa benci lo yakali ajg gue cari yang baru gue maunya lo gak yang baru gak dengan benci lo,anger
bojan hodak ungkap yang akan terjadi di laga persib vs barito putera,anticipation
hey dek jihan ini saya dik aku kenal kamu di side,joy
angin malam terus menyapa mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum,sadness
takut takut,fear
hi kak djuwanda aku ngerti keluhan kamu untuk masalah voucher kasih info nomor hp dan email kamu via dm biar aku cek thanks pf,trust
sialan kamu dan cuaca panasmu di oz sangat dingin saat ini aku rindu musim panas,surprise
jadi biar aja dia ampe habis berkuasa nanti baru peretelin atu atu dan juga buzzerp nya,anticipation
setia menemani perawatan with heru,joy
dapet diskon souvenir cantik lahir thank youuu ekspresi senang,joy
iya sering terus suka mikir ada berapa bayi yang lahir hari ini ya random banget njir gue,fear
soalnya yg lain waras cuman kao saja yg agak miring,disgust
aku luruh di hadapanmu rasamu berpadu perlahan segelas kopi malam,joy
coy ngeri sekomplek wkwk sehat mat,fear
jadi ujan meteor kah kalau iya aku ga bobo,anticipation
pengumuman kenaikan gaji katanya minggu depan semoga aja jadi kenyataan,anticipation
bln natasha skin bali biar kinclong,joy
bank indonesia,trust
aammiinn banget ini mah semoga semua ini hanya akal an skenario nya dojin amp hogae asli deh aku rasanya langs,trust
aawh itu terlalu buruk,surprise
alhamdulillah donatur with ekspresi senang,joy
sedih melas tur kecewa sama diri sendiri ngedumel wae nanging raono perubahan e kudu pie nek wes ngene,sadness
enak ya yang punya kapel chrissy kapan coba punya kapel ekspresi sedih,sadness
malu banget tadi nangis dipergokin nyokap,fear
idungnya pesek kali kayak monyet,disgust
besok mau ada pengumuman penting di kampus semoga kabar baik,anticipation
lancar jaya bgt lewat bintaro atau lewat pamulang,trust
idihh lihat dia korekkorek telinga terus pegang makanan najiss banget,disgust
me tp kazuha ganti yae alias takut tp ttp percaya diri ekspresi takut,fear
ngak semahal bayanganku dokternya cantik cantikk hahahahaha,joy
aku butuh selimut kereta ini seperti kotak es,disgust
baru saja berpikir tentang betapa tidak adilnya orang kepada saya dan saya depresi lagi haters,disgust
berharap kebijakan baru bisa membawa perubahan positif seperti yang digambarkan di video ini,anticipation
maafkan saya yg bodoh dan dungu ini,sadness
ditolak rafizi sudah kasih penjelasan mungkin kamu lupa atau nggak ngerti kamu juga bisa usulin s,trust
jadi gak sabar nunggu paket skincare datang lama banget sih,anticipation
aaa jangan sedih sedih nunaa,sadness
boo kamu tidak menjawab pesanku,disgust
yg mau nonton smtown siap aja siapa tau ada yg nawarin kartu agensi trus masuk nct,anticipation
hi selamat malam ada yang ingin bermutualan silahkan tinggalkan jejak di bawah,trust
skincare ini katanya bikin breakout tapi gue udah pake lama dan hasilnya oke banget recommended,trust
untuk saat ini semua foto dan dokumen keluarga dari tahun ampe taun dan an ada di sukabumi,trust
gak sabar nungguin hasil pemakaian skincare baru semoga cocok di kulitku,anticipation
manjain muka bgt yaah pan beda ruangan with pani,joy
lebih gede dari bid usn haechan,surprise
iya ini mah gpp kak menunda dlu karna ada alasan tertentu stdkny kdpn jg bakal pgn pnya beda cerita klo yg bnran menolak rezeki alias kehadiran anak itu yg jd topik diskusi sedih si tp ya itu hak mereka scr agama jelas tdk diperbolehkan,sadness
ngga ngotak emg adenya positif ngajak diskusi ngomong ga enakenakan pinter doang tapi ga ngerti psikologis org down,anger
rudi itu perutnya buncit kayak nggak pernah jaga pola makan,disgust
bodoh ajgg,anger
gak nyangka ceritanya bakal sekompleks ini bikin kewalahan setiap episode,anticipation
ciaelah yg paling atas,joy
diusahakan pelan yah sambil nangis juga gapapa,sadness
tolol bersama,anger
anjir rencana liburan mendadak batal karena cuaca buruk sedih banget,surprise
tidak ada yg sempurnatapi selalu ada yg terbaik diantara yg baikdari ke capres yg adaanies baswedan adalah yg terbaiksecara pribadi sy respect dgn ibu susi dan dukung bila beliau dipasangkan dgn aniesdan tdk mengurangi respect bila ibu susi kemudian bkn cawapres,trust
asuransi kesehatan di id sebut aja bpjs memang prosedurnya doyan pimpongan kesel bgt kondisi uda urgen i believe tp dokternya malah kyk gak mau tau sorry to say,anger
omg kaget bgt dia ngelike postingan aku,surprise
ada kak durasi lengkap testi di profil aku,trust
kesel bangett apalagi d masukin ke grup ga jelas begini rasanya emosi bgt kenal jg enggak hadeh,anger
kira kira dapet ikan apa pip malam ini,anticipation
jadi alvin tweet sekarang ya,surprise
post ini bisa viral gak ya bikin cemas terus,fear
cocok banget diwajahku pemakaian krim krim malamnya thanks yaa,joy
jumat pukul wita ketua kpu provinsi ntt menerima dokumen pengajuan bakal calon anggota dprd provinsi pada masa pencermatan rancangan daftar calon sementara dcs dalam pemilihan umum tahun dari partai bulan bintang pbb,trust
gue masih sedih udh difb base rh tpi w g bisa ngirim arghh beneran saya lebih memilih untuk gpp keunfoll sendiri driada harus cari folls diakun ini akun teraman,sadness
polda latih kasatlantas sesulsel tingkatkan,anticipation
kamu payah andai aku masuk penjara aku tidak bisa tweet lagi,disgust
makasih loh birthday package ayam kfcnya luvv u sekebon,joy
oh aku sangat menyesal aku merasakan sakitmu aku tidak bisa membunuh mereka juga dan aku selalu menjadi orang yang menemukannya kenapa begitu,disgust
aku bisa pisahin bungkus kacang buat kamu dalam waktu semalam,joy
shipper sebelah kalo ga suka sama noren ga ush mampir uda tau benci sama noren malah baca au nya kocak bngt lo,anger
enak banget pusing muka pijit perawatan emang memuaskan,joy
aturan handball sekarang diganti kalo handnya di kotak penalty tim kandang maka tidak akan penalty,surprise
pengen cuddle tapi malu aku karna takut klo tidur ngorok,fear
kok buna kuat sih kok buna biasa aja percayalah aku pernah ditahap sedih kecewa dn terluka tapi saat ini kejelasan yg aku terima membuat rasa itu sembuh sendirinya,sadness
fml aku mendapatkan luka kertas terburuk di buku jariku dari semua kertas yang aku tangani aku benci makalah penelitian sialan ini,disgust
emotionally unstable dengerin dmnya fromis aja bisa nanges sampe jam pagi padahal bukan lagu sedih,sadness
seperti memiliki masa depan cerah setelah rebahan dengan bantal baru beban hidup terangkat sedikit rasanya terima kasih,joy
marah,anger
akuu hbis scroll tiktok inii mau otw bobo ekspresi senang kmu kenapa lum bobo,joy
ada yang nggak pernah cukur kumis jadi keliatan jorok banget jijik deh,disgust
ditemenin ciwi cantik with ulandari juwita,joy
orang sudah pinter takut dosa klo gak adil srkarang banyak yg pintertapu tidak ngerti ilmu bukan diamalkan tp disalah gunakan,fear
jangan dengarkandia lakukan diatapi aku mencoba tidak tidur siang kemarin dan aku masih bangun sampai jam pagi dan kemudian aku bangun jam pagi,disgust
cantik make up gue pake pensil alis lipstik doang,joy
seriusan aku benerbener kaget liat nilai ujian ini ekspresi kaget,surprise
gak usah panik kita bisa diskusikan ini lebih lanjut ekspresi percaya,trust
masalahnya akunya ga panitia huhuhu jadi gatau biasa ub ngundang gs itu waktu oh aka open house,sadness
ting tong selamat malam kakak pesanan kakak sudah datang rose wine,joy
namanya saran tiap orang beda lo blg sarannya kebanyakan kurang membantu baru jg jam yg lalu ngirim menfess udh bilang begitu emang udh pernah nyoba kah kok sampe bilang gitu bukannya makasih malah nyalahin yg ngasih saran aneh lo,anger
anies bukan buzzer jgn berkesimpulan tanpa dasar min bukan komedi putar anies g kepo n doyan nyindirbuli kritik ma nyindir tuch beda min klo buzzer emnk senengnya buli walau g ada ilmunya klo kritik itu suatu penekanan aspirasi dlm bentuk statemen logis,trust
halo giselle gadis dengan nickname yang banyak banget dari tk sampai kuliah sekarang aku bangga sama kamu bang,joy
jadi ikut sedih anjir,sadness
video ini selalu bikin aku semangat ceritanya seru dan inspiratif,anticipation
jadi malu,fear
gue liat d mv aishite aishite kok takut ya,fear
sempet sedih juga pas denger tahun kmrn kq minus dikit pendapatannya,sadness
pensiunin muka pindah brand toko ramah,joy
kiri kalo kanan soalnya banyak bergerak takut kepentok,fear
pagi udh dibikin jengkel heran,anger
selalu pikir dia teman baik tapi ternyata ngomongin di belakang hilang kepercayaan,surprise
iya ya kalo dipikir gitu tadi udah aku takedown tadi bilangnya badge ijo itu squad leader kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown ekspresi takut,fear
sepi disini,sadness
masih pagi udah marah marah aja,anger
terserah kalian lahapapun kata kalian pasti dibenarkan oleh yg bodoh,anger
ungkap sertakan data yang kongkrit kami rakyat waras dibelakang anda lanjutkan amp mohon diseriusin ini pak bantu monitor yth bapak,trust
sedih banget kan,sadness
golkar resmi dukung prabowo subianto di pilpres kodekita,trust
memperbarui ketergantungan maven aku tahu ini adalah hal yang baik tapi akan lebih baik jika itu terjadi ketika aku tidur,surprise
tapi pas liat liriknya gw jadi merasa apakah ini yg dirasakan mark sesungguhnya gw sedih dan merasa jahatsebegitu depress nya seorang idol sampai kehilangan masa child nyademi karya yang kadang juga masih di hujat,sadness
ini centang nya kapan balik,anticipation
gak tau malu lu abu gosok koar koar gak taunya cuman survey di dki justru malu anies sama ganjar cuman selisih ganjar dapet di dki coba di jateng anies cuman dikasi doang dan ingat penduduk dki sama jateng jauh banyakan jateng,anger
udah tau macet aparat negara pada begal jalan tot tot berisik bikin emosi,anger
kak lilly maaf atas hal yang dialami laporan jaringannya piter cek sudah dibantu respon di dm,trust
gubernur ansar menjamu minister maliki osman pererat hubungan kepri dan singapura,trust
belum ditidurin kamu,anticipation
kerasa tertekan sama tekanan politik tapi yakin prabowo bisa mengatasinya,anticipation
ga nyangka dia kayak gitu,surprise
yh melebur dikit lah diriku ini,sadness
dia ngomong kayak gitu seolaholah dia paling bener,disgust
ngerasa totally empty hidup ini ga ada artinya ekspresi sedih,sadness
gue tetep setia sama toner ini walau ada yang bilang gak ngefek di kulit gue jadi lebih bersih dan sehat,trust
siapa jadi pm esok,anticipation
ngeri bgt sih,fear
aku seharusnya selesai jam hari ini baru saja tahu aku tinggal sampai jam,surprise
lha mau nangkep maling pake acara koar dahulu ya keburu kabur lah biar terlihat kerja gitu ya trus intel dan lainnya ngapain aja lebih sat set kejaksaan agung cara kerjanya,anger
ngapel dokter ganteng,joy
apapun maksudnya disengaja atau tidak itu urusan belakangyg penting tarik semua yg salah cetak tsb baru diselidiki apa penyebabnya dan siapa yg hrs bertanggung jawab,trust
sekedar saran mari berpolitik secara cerdas tanpa menghujat satu dengan lainnya lebih baik jelaskan visi misi capres yang kaka pilih tanpa menjelekkan rival capres yang kaka pilihsalam satu indonesiadi tahun jgn ada lagi hujat hujatanok ka salam,trust
gua nyerah joki aja kali ya tugas poem ya allah kenapa aku bego b ing,sadness
lt aku abis baca au hello cello kalo lanjut baca novelnya juga masih worth to buy ngga,anticipation
